FECHA;HUMEDAD RELATIVA DEL AIRE INSTANTANEA;HUMEDAD RELATIVA DEL AIRE MAXIMA;HUMEDAD RELATIVA DEL AIRE MINIMA;PRECIPITACION;PRECIPITACION (ACUM);PRESION ATMOSFERICA;TEMPERATURA AIRE INSTANTANEA;TEMPERATURA AIRE MAXIMA;TEMPERATURA AIRE MINIMA;VIENTO DIRECCION;VIENTO VELOCIDAD
19/10/2016 11:00;;94.0;81.0;0.0;;;;15.6;13.9;;
19/10/2016 10:00;87.0;93.0;82.0;0.0;;;15.5;15.6;13.5;4.0;3.1
19/10/2016 9:00;88.0;91.0;70.0;0.0;;;14.0;15.5;13.7;32.0;3.4
19/10/2016 8:00;85.0;89.0;63.0;0.0;;;14.4;15.3;9.8;67.0;0.9
19/10/2016 7:00;87.0;89.0;84.0;0.0;0.0;;9.7;10.0;9.2;179.0;1.6
19/10/2016 6:00;87.0;88.0;84.0;0.0;;;9.9;10.8;9.6;208.0;1.1
19/10/2016 5:00;86.0;86.0;78.0;0.0;;;9.7;10.3;9.6;163.0;1.1
19/10/2016 4:00;81.0;85.0;80.0;0.0;;;9.9;10.3;9.5;183.0;1.6
19/10/2016 3:00;81.0;85.0;77.0;0.0;;;9.6;10.1;9.1;218.0;1.7
19/10/2016 2:00;82.0;90.0;81.0;0.0;;;9.9;9.9;9.0;186.0;2.4
19/10/2016 1:00;84.0;85.0;79.0;0.0;;;9.3;10.7;9.1;173.0;2.0
19/10/2016 0:00;81.0;86.0;80.0;0.0;;;9.6;10.1;9.3;187.0;3.1
18/10/2016 23:00;82.0;84.0;78.0;0.0;;;9.9;10.7;9.6;197.0;1.3
18/10/2016 22:00;83.0;90.0;77.0;0.0;;;10.0;11.4;9.9;180.0;2.2
18/10/2016 21:00;81.0;86.0;78.0;0.0;;;10.6;11.9;10.5;183.0;1.7
18/10/2016 19:00;;;;;0.0;;;;;;
18/10/2016 16:00;;92.0;89.0;0.0;;;;14.0;13.7;;
18/10/2016 15:00;89.0;91.0;81.0;0.0;;;14.0;14.9;13.9;32.0;2.0
18/10/2016 14:00;84.0;85.0;77.0;0.0;;;14.5;15.0;14.3;33.0;2.9
18/10/2016 13:00;81.0;86.0;80.0;0.0;0.0;;14.9;15.4;14.2;39.0;2.3
18/10/2016 12:00;83.0;87.0;77.0;0.0;;;15.2;17.5;14.5;31.0;3.8
